PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Tan, Gangjian; Shi, Fengyuan; Doak, Jeff W.; Sun, Hui; Zhao, Li-Dong; Wang, Pengli; Uher, Ctirad; Wolverton, Chris; Dravid, Vinayak P.; Kanatzidis, Mercouri G.								Extraordinary role of Hg in enhancing the thermoelectric performance of p-type SnTe								ENERGY & ENVIRONMENTAL SCIENCE				8	1			267	277		10.1039/c4ee01463d			2015	2015										151							WOS:000346563600023		
J	Hu, Li-Peng; Zhu, Tie-Jun; Wang, Ya-Guang; Xie, Han-Hui; Xu, Zhao-Jun; Zhao, Xin-Bing								Shifting up the optimum figure of merit of p-type bismuth telluride-based thermoelectric materials for power generation by suppressing intrinsic conduction								NPG ASIA MATERIALS				6						e88	10.1038/am.2013.86			FEB 2014	2014										151							WOS:000332185700005		
J	Nielsen, Thomas K.; Boesenberg, Ulrike; Gosalawit, Rapee; Dornheim, Martin; Cerenius, Yngve; Besenbacher, Flemming; Jensen, Torben R.								A Reversible Nanoconfined Chemical Reaction								ACS NANO				4	7			3903	3908		10.1021/nn1006946			JUL 2010	2010										151							WOS:000280364800044		
J	Nielsen, Thomas K.; Manickam, Kandavel; Hirscher, Michael; Besenbacher, Flemming; Jensen, Torben R.								Confinement of MgH2 Nanoclusters within Nanoporous Aerogel Scaffold Materials								ACS NANO				3	11			3521	3528		10.1021/nn901072w			NOV 2009	2009										151							WOS:000271951200026		
J	Jiang, Qisheng; Tian, Limei; Liu, Keng-Ku; Tadepalli, Sirimuvva; Raliya, Ramesh; Biswas, Pratim; Naik, Rajesh R.; Singamaneni, Srikanth								Bilayered Biofoam for Highly Efficient Solar Steam Generation								ADVANCED MATERIALS				28	42			9400	+		10.1002/adma.201601819			NOV 9 2016	2016										150							WOS:000391174600018		
J	Carrete, Jesus; Mingo, Natalio; Curtarolo, Stefano								Low thermal conductivity and triaxial phononic anisotropy of SnSe								APPLIED PHYSICS LETTERS				105	10					101907	10.1063/1.4895770			SEP 8 2014	2014										150							WOS:000342758700024		
J	Li, Fu; Li, Jing-Feng; Zhao, Li-Dong; Xiang, Kai; Liu, Yong; Zhang, Bo-Ping; Lin, Yuan-Hua; Nan, Ce-Wen; Zhu, Hong-Min								Polycrystalline BiCuSeO oxide as a potential thermoelectric material								ENERGY & ENVIRONMENTAL SCIENCE				5	5			7188	7195		10.1039/c2ee21274a			MAY 2012	2012										150							WOS:000303251500061		
J	Yao, Yan; Yao, Jie; Narasimhan, Vijay Kris; Ruan, Zhichao; Xie, Chong; Fan, Shanhui; Cui, Yi								Broadband light management using low-Q whispering gallery modes in spherical nanoshells								NATURE COMMUNICATIONS				3						664	10.1038/ncomms1664			FEB 2012	2012										150							WOS:000302060100005		
J	He, Jian; Liu, Yufei; Funahashi, Ryoji								Oxide thermoelectrics: The challenges, progress, and outlook								JOURNAL OF MATERIALS RESEARCH				26	15			1762	1772		10.1557/jmr.2011.108			AUG 2011	2011										150							WOS:000296080700004		
J	Corcione, Massimo								Heat transfer features of buoyancy-driven nanofluids inside rectangular enclosures differentially heated at the sidewalls								INTERNATIONAL JOURNAL OF THERMAL SCIENCES				49	9			1536	1546		10.1016/j.ijthermalsci.2010.05.005			SEP 2010	2010										150							WOS:000280889900007		
J	Zhao, Wenyu; Wei, Ping; Zhang, Qingjie; Dong, Chunlei; Liu, Lisheng; Tang, Xinfeng								Enhanced Thermoelectric Performance in Barium and Indium Double-Filled Skutterudite Bulk Materials via Orbital Hybridization Induced by Indium Filler								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				131	10			3713	3720		10.1021/ja8089334			MAR 18 2009	2009										150							WOS:000264792600063		
J	Sootsman, Joseph R.; Pcionek, Robert J.; Kong, Huijun; Uher, Ctirad; Kanatzidis, Mercouri G.								Strong reduction of thermal conductivity in nanostructured PbTe prepared by matrix encapsulation								CHEMISTRY OF MATERIALS				18	21			4993	4995		10.1021/cm0612090			OCT 17 2006	2006										150							WOS:000241106800005		
J	Pei, Yanzhong; Gibbs, Zachary M.; Gloskovskii, Andrei; Balke, Benjamin; Zeier, Wolfgang G.; Snyder, G. Jeffrey								Optimum Carrier Concentration in n-Type PbTe Thermoelectrics								ADVANCED ENERGY MATERIALS				4	13					1400486	10.1002/aenm.201400486			SEP 16 2014	2014										149							WOS:000342338300014		
J	Lekawa-Raus, Agnieszka; Patmore, Jeff; Kurzepa, Lukasz; Bulmer, John; Koziol, Krzysztof								Electrical Properties of Carbon Nanotube Based Fibers and Their Future Use in Electrical Wiring								ADVANCED FUNCTIONAL MATERIALS				24	24			3661	3682		10.1002/adfm.201303716			JUN 2014	2014										149							WOS:000337953200004		
J	Sohel Murshed, S. M.; Nieto de Castro, C. A.; Lourenco, M. J. V.; Lopes, M. L. M.; Santos, F. J. V.								A review of boiling and convective heat transfer with nanofluids								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				15	5			2342	2354		10.1016/j.rser.2011.02.016			JUN 2011	2011										149							WOS:000291082400017		
J	Lacroix, D; Joulain, K; Lemonnier, D								Monte Carlo transient phonon transport in silicon and germanium at nanoscales								PHYSICAL REVIEW B				72	6					064305	10.1103/PhysRevB.72.064305			AUG 2005	2005										149							WOS:000231564400065		
J	Fan, Guifeng; Zhu, Hongwei; Wang, Kunlin; Wei, Jinquan; Li, Xinming; Shu, Qinke; Guo, Ning; Wu, Dehai								Graphene/Silicon Nanowire Schottky Junction for Enhanced Light Harvesting								ACS APPLIED MATERIALS & INTERFACES				3	3			721	725		10.1021/am1010354			MAR 2011	2011										148							WOS:000288685200017		
J	Xie, Wenjie; Tang, Xinfeng; Yan, Yonggao; Zhang, Qingjie; Tritt, Terry M.								High thermoelectric performance BiSbTe alloy with unique low-dimensional structure								JOURNAL OF APPLIED PHYSICS				105	11					113713	10.1063/1.3143104			JUN 1 2009	2009										148							WOS:000267053200079		
J	Shakouri, Ali								Nanoscale thermal transport and microrefrigerators on a chip								PROCEEDINGS OF THE IEEE				94	8			1613	1638		10.1109/JPROC.2006.879787			AUG 2006	2006										148							WOS:000240963400012		
J	Celanovic, I; Perreault, D; Kassakian, J								Resonant-cavity enhanced thermal emission								PHYSICAL REVIEW B				72	7					075127	10.1103/PhysRevB.72.075127			AUG 2005	2005										148							WOS:000231564500063		
J	He, Yuping; Galli, Giulia								Perovskites for Solar Thermoelectric Applications: A First Principle Study of CH3NH3Al3 (A = Pb and Sn)								CHEMISTRY OF MATERIALS				26	18			5394	5400		10.1021/cm5026766			SEP 23 2014	2014										147							WOS:000342184900028		
J	Su, Xianli; Fu, Fan; Yan, Yonggao; Zheng, Gang; Liang, Tao; Zhang, Qiang; Cheng, Xin; Yang, Dongwang; Chi, Hang; Tang, Xinfeng; Zhang, Qingjie; Uher, Ctirad								Self-propagating high-temperature synthesis for compound thermoelectrics and new criterion for combustion processing								NATURE COMMUNICATIONS				5						4908	10.1038/ncomms5908			SEP 2014	2014										147							WOS:000342984100004		
J	Zheng, X. F.; Liu, C. X.; Yan, Y. Y.; Wang, Q.								A review of thermoelectrics research - Recent developments and potentials for sustainable and renewable energy applications								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				32				486	503		10.1016/j.rser.2013.12.053			APR 2014	2014										147							WOS:000333728700037		
J	Yang, Fan; Dames, Chris								Mean free path spectra as a tool to understand thermal conductivity in bulk and nanostructures								PHYSICAL REVIEW B				87	3					035437	10.1103/PhysRevB.87.035437			JAN 31 2013	2013										147							WOS:000314334500007		
J	Prasher, Ravi								Acoustic mismatch model for thermal contact resistance of van der Waals contacts								APPLIED PHYSICS LETTERS				94	4					041905	10.1063/1.3075065			JAN 26 2009	2009										147							WOS:000262971800031		
J	Kukovecz, A; Hodos, N; Horvath, E; Radnoczi, G; Konya, Z; Kiricsi, I								Oriented crystal growth model explains the formation of titania nanotubes								JOURNAL OF PHYSICAL CHEMISTRY B				109	38			17781	17783		10.1021/jp054320m			SEP 29 2005	2005										147							WOS:000232120900003		
J	Singh, Virendra; Bougher, Thomas L.; Weathers, Annie; Cai, Ye; Bi, Kedong; Pettes, Michael T.; McMenamin, Sally A.; Lv, Wei; Resler, Daniel P.; Gattuso, Todd R.; Altman, David H.; Sandhage, Kenneth H.; Shi, Li; Henry, Asegun; Cola, Baratunde A.								High thermal conductivity of chain-oriented amorphous polythiophene								NATURE NANOTECHNOLOGY				9	5			384	390		10.1038/NNANO.2014.44			MAY 2014	2014										146							WOS:000336235800016		
J	Son, Jae Sung; Choi, Moon Kee; Han, Mi-Kyung; Park, Kunsu; Kim, Jae-Yeol; Lim, Seong Joon; Oh, Myunghwan; Kuk, Young; Park, Chan; Kim, Sung-Jin; Hyeon, Taeghwan								n-Type Nanostructured Thermoelectric Materials Prepared from Chemically Synthesized Ultrathin Bi2Te3 Nanoplates								NANO LETTERS				12	2			640	647		10.1021/nl203389x			FEB 2012	2012										146							WOS:000299967800019		
J	Wang, JA; Wang, JS								Carbon nanotube thermal transport: Ballistic to diffusive								APPLIED PHYSICS LETTERS				88	11					111909	10.1063/1.2185727			MAR 13 2006	2006										146							WOS:000236062700032		
J	Xu, Yong; Gan, Zhongxue; Zhang, Shou-Cheng								Enhanced Thermoelectric Performance and Anomalous Seebeck Effects in Topological Insulators								PHYSICAL REVIEW LETTERS				112	22					226801	10.1103/PhysRevLett.112.226801			JUN 2 2014	2014										145							WOS:000337277700008		
J	Shima, P. D.; Philip, John; Raj, Baldev								Synthesis of Aqueous and Nonaqueous Iron Oxide Nanofluids and Study of Temperature Dependence on Thermal Conductivity and Viscosity								JOURNAL OF PHYSICAL CHEMISTRY C				114	44			18825	18833		10.1021/jp107447q			NOV 11 2010	2010										145							WOS:000283703500011		
J	Moon, Geon Dae; Ko, Sungwook; Xia, Younan; Jeong, Unyong								Chemical Transformations in Ultrathin Chalcogenide Nanowires								ACS NANO				4	4			2307	2319		10.1021/nn9018575			APR 2010	2010										145							WOS:000276956800066		
J	Shi, X; Zhang, W; Chen, LD; Yang, J								Filling fraction limit for intrinsic voids in crystals: Doping in skutterudites								PHYSICAL REVIEW LETTERS				95	18					185503	10.1103/PhysRevLett.95.185503			OCT 28 2005	2005										145							WOS:000232887400038		
J	Yu, Rui; Lin, Qingfeng; Leung, Siu-Fung; Fan, Zhiyong								Nanomaterials and nanostructures for efficient light absorption and photovoltaics								NANO ENERGY				1	1			57	72		10.1016/j.nanoen.2011.10.002			JAN 2012	2012										144							WOS:000318050000008		
J	Hu, Ming; Giapis, Konstantinos P.; Goicochea, Javier V.; Zhang, Xiaoliang; Poulikakos, Dimos								Significant Reduction of Thermal Conductivity in Si/Ge Core-Shell Nanowires								NANO LETTERS				11	2			618	623		10.1021/nl103718a			FEB 2011	2011										144							WOS:000287049100053		
J	Bux, Sabah K.; Fleurial, Jean-Pierre; Kaner, Richard B.								Nanostructured materials for thermoelectric applications								CHEMICAL COMMUNICATIONS				46	44			8311	8324		10.1039/c0cc02627a			2010	2010										144							WOS:000283690400001		
J	Wu, Zhongbiao; Dong, Fan; Zhao, Weirong; Wang, Haiqiang; Liu, Yue; Guan, Baohong								The fabrication and characterization of novel carbon doped TiO2 nanotubes, nanowires and nanorods with high visible light photocatalytic activity								NANOTECHNOLOGY				20	23					235701	10.1088/0957-4484/20/23/235701			JUN 10 2009	2009										144							WOS:000266219800024		
J	Kim, Raseong; Datta, Supriyo; Lundstrom, Mark S.								Influence of dimensionality on thermoelectric device performance								JOURNAL OF APPLIED PHYSICS				105	3					034506	10.1063/1.3074347			FEB 1 2009	2009										144							WOS:000263409700109		
J	Luo, Tengfei; Lloyd, John R.								Enhancement of Thermal Energy Transport Across Graphene/Graphite and Polymer Interfaces: A Molecular Dynamics Study								ADVANCED FUNCTIONAL MATERIALS				22	12			2495	2502		10.1002/adfm.201103048			JUN 20 2012	2012										143							WOS:000304860500005		
J	Zhang, Yong; Wang, Lin-Wang; Mascarenhas, Angelo								"Quantum coaxial cables" for solar energy harvesting								NANO LETTERS				7	5			1264	1269		10.1021/nl070174f			MAY 2007	2007										143							WOS:000246313000027		
J	Lukes, JR; Li, DY; Liang, XG; Tien, CL								Molecular dynamics study of solid thin-film thermal conductivity								JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME				122	3			536	543		10.1115/1.1288405			AUG 2000	2000										143							WOS:000168583800021		
J	Han, Hee; Huang, Zhipeng; Lee, Woo								Metal-assisted chemical etching of silicon and nanotechnology applications								NANO TODAY				9	3			271	304		10.1016/j.nantod.2014.04.013			JUN 2014	2014										142							WOS:000341481000006		
J	Zen, Nobuyuki; Puurtinen, Tuomas A.; Isotalo, Tero J.; Chaudhuri, Saumyadip; Maasilta, Ilari J.								Engineering thermal conductance using a two-dimensional phononic crystal								NATURE COMMUNICATIONS				5						3435	10.1038/ncomms4435			MAR 2014	2014										142							WOS:000334300400018		
J	Dutz, Silvio; Hergt, Rudolf								Magnetic nanoparticle heating and heat transfer on a microscale: Basic principles, realities and physical limitations of hyperthermia for tumour therapy								INTERNATIONAL JOURNAL OF HYPERTHERMIA				29	8			790	800		10.3109/02656736.2013.822993			2013	2013										142							WOS:000327485800009		
J	Lindsay, L.; Broido, D. A.; Reinecke, T. L.								Thermal Conductivity and Large Isotope Effect in GaN from First Principles								PHYSICAL REVIEW LETTERS				109	9					095901	10.1103/PhysRevLett.109.095901			AUG 28 2012	2012										142							WOS:000308016200005		
J	Wu, Shuying; Zhu, Dongsheng; Zhang, Xiurong; Huang, Jin								Preparation and Melting/Freezing Characteristics of Cu/Paraffin Nanofluid as Phase-Change Material (PCM)								ENERGY & FUELS				24	3			1894	1898		10.1021/ef9013967			MAR 2010	2010										142							WOS:000276563100054		
J	Dong, Lixin; Tao, Xinyong; Zhang, Li; Zhang, Xiaobin; Nelson, Bradley J.								Nanorobotic spot welding: Controlled metal deposition with attogram precision from copper-filled carbon nanotubes								NANO LETTERS				7	1			58	63		10.1021/nl061980+			JAN 2007	2007										142							WOS:000243381300011		
J	Maruyama, S								A molecular dynamics simulation of heat conduction of a finite length single-walled carbon nanotube								MICROSCALE THERMOPHYSICAL ENGINEERING				7	1			41	50		10.1080/10893950390150467			JAN-MAR 2003	2003						International Symposium on Micro/Nanoscale Energy Conversion and Transport	APR 14-19, 2002		ANTALYA, TURKEY	142							WOS:000184460200004		
J	Guler, Urcan; Boltasseva, Alexandra; Shalaev, Vladimir M.								Refractory Plasmonics								SCIENCE				344	6181			263	264		10.1126/science.1252722			APR 18 2014	2014										141							WOS:000334474500023		
J	Govorov, Alexander O.; Zhang, Hui; Demir, Hilmi Volkan; Gun'ko, Yurii K.								Photogeneration of hot plasmonic electrons with metal nanocrystals: Quantum description and potential applications								NANO TODAY				9	1			85	101		10.1016/j.nantod.2014.02.006			FEB 2014	2014										141							WOS:000335627500009		
J	Martins, Emiliano R.; Li, Juntao; Liu, YiKun; Depauw, Valerie; Chen, Zhanxu; Zhou, Jianying; Krauss, Thomas F.								Deterministic quasi-random nanostructures for photon control								NATURE COMMUNICATIONS				4						2665	10.1038/ncomms3665			OCT 2013	2013										141							WOS:000326473300006		
J	Zhang, Hengji; Lee, Geunsik; Cho, Kyeongjae								Thermal transport in graphene and effects of vacancy defects								PHYSICAL REVIEW B				84	11					115460	10.1103/PhysRevB.84.115460			SEP 27 2011	2011										141							WOS:000295263600014		
J	Martin-Gonzalez, M; Snyder, GJ; Prieto, AL; Gronsky, R; Sands, T; Stacy, AM								Direct electrodeposition of highly dense 50 nm Bi2Te3-ySey nanowire arrays								NANO LETTERS				3	7			973	977		10.1021/nl034079s			JUL 2003	2003										141							WOS:000184107300021		
J	Tan, Gangjian; Shi, Fengyuan; Hao, Shiqiang; Chi, Hang; Bailey, Trevor P.; Zhao, Li-Dong; Uher, Ctirad; Wolverton, Chris; Dravid, Vinayak P.; Kanatzidis, Mercouri G.								Valence Band Modification and High Thermoelectric Performance in SnTe Heavily Alloyed with MnTe								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	35			11507	11516		10.1021/jacs.5b07284			SEP 9 2015	2015										140							WOS:000361251600044		
J	Lai, Qiwen; Paskevicius, Mark; Sheppard, Drew A.; Buckley, Craig E.; Thornton, Aaron W.; Hill, Matthew R.; Gu, Qinfen; Mao, Jianfeng; Huang, Zhenguo; Liu, Hua Kun; Guo, Zaiping; Banerjee, Amitava; Chakraborty, Sudip; Ahuja, Rajeev; Aguey-Zinsou, Kondo-Francois								Hydrogen Storage Materials for Mobile and Stationary Applications: Current State of the Art								CHEMSUSCHEM				8	17			2789	2825		10.1002/cssc.201500231			SEP 2015	2015										140							WOS:000360915800005		
J	Hayner, Cary M.; Zhao, Xin; Kung, Harold H.								Materials for Rechargeable Lithium-Ion Batteries								Annual Review of Chemical and Biomolecular Engineering				3				445	471		10.1146/annurev-chembioeng-062011-081024			2012	2012										140							WOS:000307955800020		
J	Wang, Zhong Lin								Oxide nanobelts and nanowires - Growth, properties and applications								JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY				8	1			27	55		10.1166/jnn.2008.N08			JAN 2008	2008										140							WOS:000253339800002		
J	Basu, S.; Chen, Y.-B.; Zhang, Z. M.								Microscale radiation in thermophotovoltaic devices - A review								INTERNATIONAL JOURNAL OF ENERGY RESEARCH				31	6-7			689	716		10.1002/er.1286			MAY 2007	2007										140							WOS:000246170100008		
J	Chong, TC; Shi, LP; Zhao, R; Tan, PK; Li, JM; Lee, HK; Miao, XS; Du, AY; Tung, CH								Phase change random access memory cell with superlattice-like structure								APPLIED PHYSICS LETTERS				88	12					122114	10.1063/1.2181191			MAR 20 2006	2006										140							WOS:000236250100074		
