PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8570							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3329							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1591							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Wray, L. Andrew; Xu, Su-Yang; Xia, Yuqi; Hsieh, David; Fedorov, Alexei V.; Hor, Yew San; Cava, Robert J.; Bansil, Arun; Lin, Hsin; Hasan, M. Zahid								A topological insulator surface under strong Coulomb, magnetic and disorder perturbations								NATURE PHYSICS				7	1			32	37		10.1038/NPHYS1838			JAN 2011	2011										349							WOS:000285501100012		
J	Fan, Yabin; Upadhyaya, Pramey; Kou, Xufeng; Lang, Murong; Takei, So; Wang, Zhenxing; Tang, Jianshi; He, Liang; Chang, Li-Te; Montazeri, Mohammad; Yu, Guoqiang; Jiang, Wanjun; Nie, Tianxiao; Schwartz, Robert N.; Tserkovnyak, Yaroslav; Wang, Kang L.								Magnetization switching through giant spin-orbit torque in a magnetically doped topological insulator heterostructure								NATURE MATERIALS				13	7			699	704		10.1038/NMAT3973			JUL 2014	2014										348							WOS:000338482300017		
J	Dziarmaga, Jacek								Dynamics of a quantum phase transition and relaxation to a steady state								ADVANCES IN PHYSICS				59	6			1063	1189	PII 927186115	10.1080/00018732.2010.514702			2010	2010										345							WOS:000282683200002		
J	Xu, Su-Yang; Liu, Chang; Kushwaha, Satya K.; Sankar, Raman; Krizan, Jason W.; Belopolski, Ilya; Neupane, Madhab; Bian, Guang; Alidoust, Nasser; Chang, Tay-Rong; Jeng, Horng-Tay; Huang, Cheng-Yi; Tsai, Wei-Feng; Lin, Hsin; Shibayev, Pavel P.; Chou, Fang-Cheng; Cava, Robert J.; Hasan, M. Zahid								Observation of Fermi arc surface states in a topological metal								SCIENCE				347	6219			294	298		10.1126/science.1256742			JAN 16 2015	2015										341							WOS:000347915300042		
J	Kim, Jimin; Baik, Seung Su; Ryu, Sae Hee; Sohn, Yeongsup; Park, Soohyung; Park, Byeong-Gyu; Denlinger, Jonathan; Yi, Yeonjin; Choi, Hyoung Joon; Kim, Keun Su								Observation of tunable band gap and anisotropic Dirac semimetal state in black phosphorus								SCIENCE				349	6249			723	726		10.1126/science.aaa6486			AUG 14 2015	2015										338							WOS:000359415100033		
J	Liu, Defa; Zhang, Wenhao; Mou, Daixiang; He, Junfeng; Ou, Yun-Bo; Wang, Qing-Yan; Li, Zhi; Wang, Lili; Zhao, Lin; He, Shaolong; Peng, Yingying; Liu, Xu; Chen, Chaoyu; Yu, Li; Liu, Guodong; Dong, Xiaoli; Zhang, Jun; Chen, Chuangtian; Xu, Zuyan; Hu, Jiangping; Chen, Xi; Ma, Xucun; Xue, Qikun; Zhou, X. J.								Electronic origin of high-temperature superconductivity in single-layer FeSe superconductor								NATURE COMMUNICATIONS				3						931	10.1038/ncomms1946			JUL 2012	2012										336							WOS:000306995000003		
J	Vaz, C. A. F.; Bland, J. A. C.; Lauhoff, G.								Magnetism in ultrathin film structures								REPORTS ON PROGRESS IN PHYSICS				71	5					056501	10.1088/0034-4885/71/5/056501			MAY 2008	2008										336							WOS:000255292500001		
J	Tanaka, Yukio; Yokoyama, Takehito; Nagaosa, Naoto								Manipulation of the Majorana Fermion, Andreev Reflection, and Josephson Current on Topological Insulators								PHYSICAL REVIEW LETTERS				103	10					107002	10.1103/PhysRevLett.103.107002			SEP 4 2009	2009										333							WOS:000269639800051		
J	Wehling, T. O.; Black-Schaffer, A. M.; Balatsky, A. V.								Dirac materials								ADVANCES IN PHYSICS				63	1			1	76		10.1080/00018732.2014.927109			2014	2014										332							WOS:000340230200001		
J	Kraus, Yaacov E.; Lahini, Yoav; Ringel, Zohar; Verbin, Mor; Zilberberg, Oded								Topological States and Adiabatic Pumping in Quasicrystals								PHYSICAL REVIEW LETTERS				109	10					106402	10.1103/PhysRevLett.109.106402			SEP 4 2012	2012										326							WOS:000308295700012		
J	Elliott, Steven R.; Franz, Marcel								Colloquium: Majorana fermions in nuclear, particle, and solid-state physics								REVIEWS OF MODERN PHYSICS				87	1						10.1103/RevModPhys.87.137			FEB 11 2015	2015										322							WOS:000349907700001		
J	Teo, Jeffrey C. Y.; Kane, C. L.								Topological defects and gapless modes in insulators and superconductors								PHYSICAL REVIEW B				82	11					115120	10.1103/PhysRevB.82.115120			SEP 22 2010	2010										317							WOS:000282124300002		
J	Yazyev, Oleg V.; Moore, Joel E.; Louie, Steven G.								Spin Polarization and Transport of Surface States in the Topological Insulators Bi2Se3 and Bi2Te3 from First Principles								PHYSICAL REVIEW LETTERS				105	26					266806	10.1103/PhysRevLett.105.266806			DEC 29 2010	2010										315							WOS:000286766200008		
J	Linder, Jacob; Tanaka, Yukio; Yokoyama, Takehito; Sudbo, Asle; Nagaosa, Naoto								Unconventional Superconductivity on a Topological Insulator								PHYSICAL REVIEW LETTERS				104	6					067001	10.1103/PhysRevLett.104.067001			FEB 12 2010	2010										315							WOS:000274445100043		
J	Late, Dattatray J.; Liu, Bin; Luo, Jiajun; Yan, Aiming; Matte, H. S. S. Ramakrishna; Grayson, Matthew; Rao, C. N. R.; Dravid, Vinayak P.								GaS and GaSe Ultrathin Layer Transistors								ADVANCED MATERIALS				24	26			3549	3554		10.1002/adma.201201361			JUL 10 2012	2012										313							WOS:000305943900014		
J	Liu, Chao-Xing; Zhang, HaiJun; Yan, Binghai; Qi, Xiao-Liang; Frauenheim, Thomas; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Oscillatory crossover from two-dimensional to three-dimensional topological insulators								PHYSICAL REVIEW B				81	4					041307	10.1103/PhysRevB.81.041307			JAN 2010	2010										312							WOS:000274002500013		
J	Cvetkovic, V.; Tesanovic, Z.								Multiband magnetism and superconductivity in Fe-based compounds								EPL				85	3					37002	10.1209/0295-5075/85/37002			FEB 2009	2009										312							WOS:000263693200018		
J	Analytis, James G.; Chu, Jiun-Haw; Chen, Yulin; Corredor, Felipe; McDonald, Ross D.; Shen, Z. X.; Fisher, Ian R.								Bulk Fermi surface coexistence with Dirac surface state in Bi2Se3: A comparison of photoemission and Shubnikov-de Haas measurements								PHYSICAL REVIEW B				81	20					205407	10.1103/PhysRevB.81.205407			MAY 15 2010	2010										311							WOS:000278144500083		
J	Mazin, I. I.; Schmalian, J.								Pairing symmetry and pairing state in ferropnictides: Theoretical overview								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				469	9-12			614	627		10.1016/j.physc.2009.03.019			MAY-JUN 2009	2009										306							WOS:000267191500038		
J	Kong, Desheng; Dang, Wenhui; Cha, Judy J.; Li, Hui; Meister, Stefan; Peng, Hailin; Liu, Zhongfan; Cui, Yi								Few-Layer Nanoplates of Bi2Se3 and Bi2Te3 with Highly Tunable Chemical Potential								NANO LETTERS				10	6			2245	2250		10.1021/nl101260j			JUN 2010	2010										301							WOS:000278449200046		
J	Hasan, M. Zahid; Moore, Joel E.								Three-Dimensional Topological Insulators								Annual Review of Condensed Matter Physics				2				55	78		10.1146/annurev-conmatphys-062910-140432			2011	2011										297							WOS:000288917400004		
J	Checkelsky, J. G.; Hor, Y. S.; Cava, R. J.; Ong, N. P.								Bulk Band Gap and Surface State Conduction Observed in Voltage-Tuned Crystals of the Topological Insulator Bi2Se3								PHYSICAL REVIEW LETTERS				106	19					196801	10.1103/PhysRevLett.106.196801			MAY 10 2011	2011										295							WOS:000290437900009		
J	Gorbachev, R. V.; Song, J. C. W.; Yu, G. L.; Kretinin, A. V.; Withers, F.; Cao, Y.; Mishchenko, A.; Grigorieva, I. V.; Novoselov, K. S.; Levitov, L. S.; Geim, A. K.								Detecting topological currents in graphene superlattices								SCIENCE				346	6208			448	451		10.1126/science.1254966			OCT 24 2014	2014										294							WOS:000343822900037		
J	Tse, Wang-Kong; MacDonald, A. H.								Giant Magneto-Optical Kerr Effect and Universal Faraday Effect in Thin-Film Topological Insulators								PHYSICAL REVIEW LETTERS				105	5					057401	10.1103/PhysRevLett.105.057401			JUL 26 2010	2010										293							WOS:000280294000011		
J	Xiu, Faxian; He, Liang; Wang, Yong; Cheng, Lina; Chang, Li-Te; Lang, Murong; Huang, Guan; Kou, Xufeng; Zhou, Yi; Jiang, Xiaowei; Chen, Zhigang; Zou, Jin; Shailos, Alexandros; Wang, Kang L.								Manipulating surface states in topological insulator nanoribbons								NATURE NANOTECHNOLOGY				6	4			216	221		10.1038/nnano.2011.19			APR 2011	2011										291							WOS:000289199700009		
J	Bruene, C.; Liu, C. X.; Novik, E. G.; Hankiewicz, E. M.; Buhmann, H.; Chen, Y. L.; Qi, X. L.; Shen, Z. X.; Zhang, S. C.; Molenkamp, L. W.								Quantum Hall Effect from the Topological Surface States of Strained Bulk HgTe								PHYSICAL REVIEW LETTERS				106	12					126803	10.1103/PhysRevLett.106.126803			MAR 22 2011	2011										291							WOS:000288651800009		
J	Zhou, Bin; Lu, Hai-Zhou; Chu, Rui-Lin; Shen, Shun-Qing; Niu, Qian								Finite Size Effects on Helical Edge States in a Quantum Spin-Hall System								PHYSICAL REVIEW LETTERS				101	24					246807	10.1103/PhysRevLett.101.246807			DEC 12 2008	2008										291							WOS:000261704100048		
J	Xu, Su-Yang; Xia, Y.; Wray, L. A.; Jia, S.; Meier, F.; Dil, J. H.; Osterwalder, J.; Slomski, B.; Bansil, A.; Lin, H.; Cava, R. J.; Hasan, M. Z.								Topological Phase Transition and Texture Inversion in a Tunable Topological Insulator								SCIENCE				332	6029			560	564		10.1126/science.1201607			APR 29 2011	2011										288							WOS:000289991100040		
J	Bianchi, Marco; Guan, Dandan; Bao, Shining; Mi, Jianli; Iversen, Bo Brummerstedt; King, Philip D. C.; Hofmann, Philip								Coexistence of the topological state and a two-dimensional electron gas on the surface of Bi2Se3								NATURE COMMUNICATIONS				1						128	10.1038/ncomms1131			NOV 2010	2010										288							WOS:000288224800026		
J	Butch, N. P.; Kirshenbaum, K.; Syers, P.; Sushkov, A. B.; Jenkins, G. S.; Drew, H. D.; Paglione, J.								Strong surface scattering in ultrahigh-mobility Bi2Se3 topological insulator crystals								PHYSICAL REVIEW B				81	24					241301	10.1103/PhysRevB.81.241301			JUN 1 2010	2010										288							WOS:000278202700001		
J	Xiao, Di; Zhu, Wenguang; Ran, Ying; Nagaosa, Naoto; Okamoto, Satoshi								Interface engineering of quantum Hall effects in digital transition metal oxide heterostructures								NATURE COMMUNICATIONS				2						596	10.1038/ncomms1602			DEC 2011	2011										287							WOS:000299159900028		
J	Bansil, A.; Lin, Hsin; Das, Tanmoy								Colloquium: Topological band theory								REVIEWS OF MODERN PHYSICS				88	2					021004	10.1103/RevModPhys.88.021004			JUN 29 2016	2016										285							WOS:000378882600001		
J	Chang, Cui-Zu; Zhao, Weiwei; Kim, Duk Y.; Zhang, Haijun; Assaf, Badih A.; Heiman, Don; Zhang, Shou-Cheng; Liu, Chaoxing; Chan, Moses H. W.; Moodera, Jagadeesh S.								High-precision realization of robust quantum anomalous Hall state in a hard ferromagnetic topological insulator								NATURE MATERIALS				14	5			473	477		10.1038/NMAT4204			MAY 2015	2015										284							WOS:000353305700011		
J	Kitagawa, Takuya; Broome, Matthew A.; Fedrizzi, Alessandro; Rudner, Mark S.; Berg, Erez; Kassal, Ivan; Aspuru-Guzik, Alan; Demler, Eugene; White, Andrew G.								Observation of topologically protected bound states in photonic quantum walks								NATURE COMMUNICATIONS				3						882	10.1038/ncomms1872			JUN 2012	2012										279							WOS:000306099900009		
J	Moore, Joel								TOPOLOGICAL INSULATORS The next generation								NATURE PHYSICS				5	6			378	380		10.1038/nphys1294			JUN 2009	2009										279							WOS:000266544800006		
J	He, Hong-Tao; Wang, Gan; Zhang, Tao; Sou, Iam-Keong; Wong, George K. L.; Wang, Jian-Nong; Lu, Hai-Zhou; Shen, Shun-Qing; Zhang, Fu-Chun								Impurity Effect on Weak Antilocalization in the Topological Insulator Bi2Te3								PHYSICAL REVIEW LETTERS				106	16					166805	10.1103/PhysRevLett.106.166805			APR 21 2011	2011										276							WOS:000290097100007		
J	Turner, Ari M.; Pollmann, Frank; Berg, Erez								Topological phases of one-dimensional fermions: An entanglement point of view								PHYSICAL REVIEW B				83	7					075102	10.1103/PhysRevB.83.075102			FEB 8 2011	2011										276							WOS:000287077700001		
J	Lu, Yuan-Ming; Vishwanath, Ashvin								Theory and classification of interacting integer topological phases in two dimensions: A Chern-Simons approach								PHYSICAL REVIEW B				86	12					125119	10.1103/PhysRevB.86.125119			SEP 14 2012	2012										275							WOS:000308737200003		
J	Bader, S. D.; Parkin, S. S. P.								Spintronics								Annual Review of Condensed Matter Physics				1				71	88		10.1146/annurev-conmatphys-070909-104123			2010	2010										274							WOS:000281964000004		
J	Cheng, Peng; Song, Canli; Zhang, Tong; Zhang, Yanyi; Wang, Yilin; Jia, Jin-Feng; Wang, Jing; Wang, Yayu; Zhu, Bang-Fen; Chen, Xi; Ma, Xucun; He, Ke; Wang, Lili; Dai, Xi; Fang, Zhong; Xie, Xincheng; Qi, Xiao-Liang; Liu, Chao-Xing; Zhang, Shou-Cheng; Xue, Qi-Kun								Landau Quantization of Topological Surface States in Bi2Se3								PHYSICAL REVIEW LETTERS				105	7					076801	10.1103/PhysRevLett.105.076801			AUG 9 2010	2010										272							WOS:000280758000007		
J	Checkelsky, J. G.; Hor, Y. S.; Liu, M. -H.; Qu, D. -X.; Cava, R. J.; Ong, N. P.								Quantum Interference in Macroscopic Crystals of Nonmetallic Bi2Se3								PHYSICAL REVIEW LETTERS				103	24					246601	10.1103/PhysRevLett.103.246601			DEC 11 2009	2009										271							WOS:000272627800030		
J	King, P. D. C.; Hatch, R. C.; Bianchi, M.; Ovsyannikov, R.; Lupulescu, C.; Landolt, G.; Slomski, B.; Dil, J. H.; Guan, D.; Mi, J. L.; Rienks, E. D. L.; Fink, J.; Lindblad, A.; Svensson, S.; Bao, S.; Balakrishnan, G.; Iversen, B. B.; Osterwalder, J.; Eberhardt, W.; Baumberger, F.; Hofmann, Ph.								Large Tunable Rashba Spin Splitting of a Two-Dimensional Electron Gas in Bi2Se3								PHYSICAL REVIEW LETTERS				107	9					096802	10.1103/PhysRevLett.107.096802			AUG 25 2011	2011										270							WOS:000294268700010		
J	Fidkowski, Lukasz; Kitaev, Alexei								Effects of interactions on the topological classification of free fermion systems								PHYSICAL REVIEW B				81	13					134509	10.1103/PhysRevB.81.134509			APR 1 2010	2010										270							WOS:000277207900084		
J	Nilsson, Johan; Akhmerov, A. R.; Beenakker, C. W. J.								Splitting of a Cooper pair by a pair of Majorana bound states								PHYSICAL REVIEW LETTERS				101	12					120403	10.1103/PhysRevLett.101.120403			SEP 19 2008	2008										270							WOS:000259377500004		
J	Zhao, Chujun; Zou, Yanhong; Chen, Yu; Wang, Zhiteng; Lu, Shunbin; Zhang, Han; Wen, Shuangchun; Tang, Dingyuan								Wavelength-tunable picosecond soliton fiber laser with Topological Insulator: Bi2Se3 as a mode locker								OPTICS EXPRESS				20	25			27888	27895		10.1364/OE.20.027888			DEC 3 2012	2012										269							WOS:000314746600063		
J	Kim, Dohun; Cho, Sungjae; Butch, Nicholas P.; Syers, Paul; Kirshenbaum, Kevin; Adam, Shaffique; Paglione, Johnpierre; Fuhrer, Michael S.								Surface conduction of topological Dirac electrons in bulk insulating Bi2Se3								NATURE PHYSICS				8	6			459	463		10.1038/NPHYS2286			JUN 2012	2012										267							WOS:000304667500011		
J	Zhang, Jinsong; Chang, Cui-Zu; Zhang, Zuocheng; Wen, Jing; Feng, Xiao; Li, Kang; Liu, Minhao; He, Ke; Wang, Lili; Chen, Xi; Xue, Qi-Kun; Ma, Xucun; Wang, Yayu								Band structure engineering in (Bi1-xSbx)(2)Te-3 ternary topological insulators								NATURE COMMUNICATIONS				2						574	10.1038/ncomms1588			DEC 2011	2011										266							WOS:000299159900006		
J	Lumsden, M. D.; Christianson, A. D.								Magnetism in Fe-based superconductors								JOURNAL OF PHYSICS-CONDENSED MATTER				22	20					203203	10.1088/0953-8984/22/20/203203			MAY 26 2010	2010										266							WOS:000277215500004		
J	Castellanos-Gomez, Andres								Black Phosphorus: Narrow Gap, Wide Applications								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				6	21			4280	4291		10.1021/acs.jpclett.5b01686			NOV 5 2015	2015										265							WOS:000364435800004		
J	McIver, J. W.; Hsieh, D.; Steinberg, H.; Jarillo-Herrero, P.; Gedik, N.								Control over topological insulator photocurrents with light polarization								NATURE NANOTECHNOLOGY				7	2			96	100		10.1038/NNANO.2011.214			FEB 2012	2012										265							WOS:000300398900009		
J	Regnault, N.; Bernevig, B. Andrei								Fractional Chern Insulator								PHYSICAL REVIEW X				1	2					021014	10.1103/PhysRevX.1.021014			DEC 2 2011	2011										262							WOS:000310507200001		
J	Garate, Ion; Franz, M.								Inverse Spin-Galvanic Effect in the Interface between a Topological Insulator and a Ferromagnet								PHYSICAL REVIEW LETTERS				104	14					146802	10.1103/PhysRevLett.104.146802			APR 9 2010	2010										261							WOS:000276541900033		
J	Zhang, Wei; Yu, Rui; Zhang, Hai-Jun; Dai, Xi; Fang, Zhong								First-principles studies of the three-dimensional strong topological insulators Bi2Te3, Bi2Se3 and Sb2Te3								NEW JOURNAL OF PHYSICS				12						065013	10.1088/1367-2630/12/6/065013			JUN 17 2010	2010										260							WOS:000279876800011		
J	Tanaka, Yukio; Sato, Masatoshi; Nagaosa, Naoto								Symmetry and Topology in Superconductors -Odd-Frequency Pairing and Edge States-								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				81	1					011013	10.1143/JPSJ.81.011013			JAN 2012	2012										259							WOS:000298553000013		
J	Derivaz, Mickael; Dentel, Didier; Stephan, Regis; Hanf, Marie-Christine; Mehdaoui, Ahmed; Sonnet, Philippe; Pirri, Carmelo								Continuous Germanene Layer on A(111)								NANO LETTERS				15	4			2510	2516		10.1021/acs.nanolett.5b00085			APR 2015	2015										257							WOS:000352750200045		
J	Zhao, Jijun; Liu, Hongsheng; Yu, Zhiming; Quhe, Ruge; Zhou, Si; Wang, Yangyang; Liu, Cheng Cheng; Zhong, Hongxia; Han, Nannan; Lu, Jing; Yao, Yugui; Wu, Kehui								Rise of silicene: A competitive 2D material								PROGRESS IN MATERIALS SCIENCE				83				24	151		10.1016/j.pmatsci.2016.04.001			OCT 2016	2016										255							WOS:000386982100002		
J	Yu, Rui; Qi, Xiao Liang; Bernevig, Andrei; Fang, Zhong; Dai, Xi								Equivalent expression of Z(2) topological invariant for band insulators using the non-Abelian Berry connection								PHYSICAL REVIEW B				84	7					075119	10.1103/PhysRevB.84.075119			AUG 8 2011	2011										250							WOS:000293618900006		
J	Li, Yao-Yi; Wang, Guang; Zhu, Xie-Gang; Liu, Min-Hao; Ye, Cun; Chen, Xi; Wang, Ya-Yu; He, Ke; Wang, Li-Li; Ma, Xu-Cun; Zhang, Hai-Jun; Dai, Xi; Fang, Zhong; Xie, Xin-Cheng; Liu, Ying; Qi, Xiao-Liang; Jia, Jin-Feng; Zhang, Shou-Cheng; Xue, Qi-Kun								Intrinsic Topological Insulator Bi2Te3 Thin Films on Si and Their Thickness Limit								ADVANCED MATERIALS				22	36			4002	4007		10.1002/adma.201000368			NOV 22 2010	2010										249							WOS:000283104600006		
J	Luo, Zhi-Chao; Liu, Meng; Liu, Hao; Zheng, Xu-Wu; Luo, Ai-Ping; Zhao, Chu-Jun; Zhang, Han; Wen, Shuang-Chun; Xu, Wen-Cheng								2 GHz passively harmonic mode-locked fiber laser by a microfiber-based topological insulator saturable absorber								OPTICS LETTERS				38	24			5212	5215		10.1364/OL.38.005212			DEC 15 2013	2013										245							WOS:000328702100004		
J	Rossnagel, K.								On the origin of charge-density waves in select layered transition-metal dichalcogenides								JOURNAL OF PHYSICS-CONDENSED MATTER				23	21					213001	10.1088/0953-8984/23/21/213001			JUN 1 2011	2011										245							WOS:000290476700001		
J	Wu, Long-Hua; Hu, Xiao								Scheme for Achieving a Topological Photonic Crystal by Using Dielectric Material								PHYSICAL REVIEW LETTERS				114	22					223901	10.1103/PhysRevLett.114.223901			JUN 3 2015	2015										243							WOS:000355563000002		
J	Li, Lun; Chen, Zhong; Hu, Ying; Wang, Xuewen; Zhang, Ting; Chen, Wei; Wang, Qiangbin								Single-Layer Single-Crystalline SnSe Nanosheets								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				135	4			1213	1216		10.1021/ja3108017			JAN 30 2013	2013										241							WOS:000314492500011		
J	Kong, Desheng; Chen, Yulin; Cha, Judy J.; Zhang, Qianfan; Analytis, James G.; Lai, Keji; Liu, Zhongkai; Hong, Seung Sae; Koski, Kristie J.; Mo, Sung-Kwan; Hussain, Zahid; Fisher, Ian R.; Shen, Zhi-Xun; Cui, Yi								Ambipolar field effect in the ternary topological insulator (BixSb1-x)(2)Te-3 by composition tuning								NATURE NANOTECHNOLOGY				6	11			705	709		10.1038/NNANO.2011.172			NOV 2011	2011										239							WOS:000296737300007		
J	Zhang, Jun; Peng, Zeping; Soni, Ajay; Zhao, Yanyuan; Xiong, Yi; Peng, Bo; Wang, Jianbo; Dresselhaus, Mildred S.; Xiong, Qihua								Raman Spectroscopy of Few-Quintuple Layer Topological Insulator Bi2Se3 Nanoplatelets								NANO LETTERS				11	6			2407	2414		10.1021/nl200773n			JUN 2011	2011										239							WOS:000291322600037		
J	Halasz, Gabor B.; Balents, Leon								Time-reversal invariant realization of the Weyl semimetal phase								PHYSICAL REVIEW B				85	3					035103	10.1103/PhysRevB.85.035103			JAN 9 2012	2012										238							WOS:000298921900003		
J	Liu, Qihang; Zhang, Xiuwen; Abdalla, L. B.; Fazzio, Adalberto; Zunger, Alex								Switching a Normal Insulator into a Topological Insulator via Electric Field with Application to Phosphorene								NANO LETTERS				15	2			1222	1228		10.1021/nl5043769			FEB 2015	2015										237							WOS:000349578000066		
J	Shan, Wen-Yu; Lu, Hai-Zhou; Shen, Shun-Qing								Effective continuous model for surface states and thin films of three-dimensional topological insulators								NEW JOURNAL OF PHYSICS				12						043048	10.1088/1367-2630/12/4/043048			APR 28 2010	2010										236							WOS:000277355000007		
J	Taskin, A. A.; Sasaki, Satoshi; Segawa, Kouji; Ando, Yoichi								Manifestation of Topological Protection in Transport Properties of Epitaxial Bi2Se3 Thin Films								PHYSICAL REVIEW LETTERS				109	6					066803	10.1103/PhysRevLett.109.066803			AUG 9 2012	2012										233							WOS:000307330600007		
J	Zhao, Chujun; Zhang, Han; Qi, Xiang; Chen, Yu; Wang, Zhiteng; Wen, Shuangchun; Tang, Dingyuan								Ultra-short pulse generation by a topological insulator based saturable absorber								APPLIED PHYSICS LETTERS				101	21					211106	10.1063/1.4767919			NOV 19 2012	2012										230							WOS:000311477600006		
J	Ando, Yoichi; Fu, Liang								Topological Crystalline Insulators and Topological Superconductors: From Concepts to Materials								Annual Review of Condensed Matter Physics				6				361	381		10.1146/annurev-conmatphys-031214-014501			2015	2015										226							WOS:000350979900016		
J	Checkelsky, J. G.; Yoshimi, R.; Tsukazaki, A.; Takahashi, K. S.; Kozuka, Y.; Falson, J.; Kawasaki, M.; Tokura, Y.								Trajectory of the anomalous Hall effect towards the quantized state in a ferromagnetic topological insulator								NATURE PHYSICS				10	10			731	736		10.1038/NPHYS3053			OCT 2014	2014										225							WOS:000343225200015		
J	Xu, Su-Yang; Neupane, Madhab; Liu, Chang; Zhang, Duming; Richardella, Anthony; Wray, L. Andrew; Alidoust, Nasser; Leandersson, Mats; Balasubramanian, Thiagarajan; Sanchez-Barriga, Jaime; Rader, Oliver; Landolt, Gabriel; Slomski, Bartosz; Dil, Jan Hugo; Osterwalder, Juerg; Chang, Tay-Rong; Jeng, Horng-Tay; Lin, Hsin; Bansil, Arun; Samarth, Nitin; Hasan, M. Zahid								Hedgehog spin texture and Berry's phase tuning in a magnetic topological insulator								NATURE PHYSICS				8	8			616	622		10.1038/NPHYS2351			AUG 2012	2012										225							WOS:000307223900014		
J	He, L. P.; Hong, X. C.; Dong, J. K.; Pan, J.; Zhang, Z.; Zhang, J.; Li, S. Y.								Quantum Transport Evidence for the Three-Dimensional Dirac Semimetal Phase in Cd3As2								PHYSICAL REVIEW LETTERS				113	24					246402	10.1103/PhysRevLett.113.246402			DEC 9 2014	2014										222							WOS:000346387700014		
J	Taskin, A. A.; Ren, Zhi; Sasaki, Satoshi; Segawa, Kouji; Ando, Yoichi								Observation of Dirac Holes and Electrons in a Topological Insulator								PHYSICAL REVIEW LETTERS				107	1					016801	10.1103/PhysRevLett.107.016801			JUN 27 2011	2011										221							WOS:000292115000004		
