PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Zhou, Yong; Bao, Qiaoliang; Tang, Lena Ai Ling; Zhong, Yulin; Loh, Kian Ping								Hydrothermal Dehydration for the "Green" Reduction of Exfoliated Graphene Oxide to Graphene and Demonstration of Tunable Optical Limiting Properties								CHEMISTRY OF MATERIALS				21	13			2950	2956		10.1021/cm9006603			JUL 14 2009	2009										1064							WOS:000268138200058		
J	Ghosh, S.; Calizo, I.; Teweldebrhan, D.; Pokatilov, E. P.; Nika, D. L.; Balandin, A. A.; Bao, W.; Miao, F.; Lau, C. N.								Extremely high thermal conductivity of graphene: Prospects for thermal management applications in nanoelectronic circuits								APPLIED PHYSICS LETTERS				92	15					151911	10.1063/1.2907977			APR 14 2008	2008										1029							WOS:000255117100032		
J	Vy Tran; Soklaski, Ryan; Liang, Yufeng; Yang, Li								Layer-controlled band gap and anisotropic excitons in few-layer black phosphorus								PHYSICAL REVIEW B				89	23					235319	10.1103/PhysRevB.89.235319			JUN 26 2014	2014										1019							WOS:000338282800005		
J	Dai, Liming; Xue, Yuhua; Qu, Liangti; Choi, Hyun-Jung; Baek, Jong-Beom								Metal-Free Catalysts for Oxygen Reduction Reaction								CHEMICAL REVIEWS				115	11			4823	4892		10.1021/cr5003563			JUN 10 2015	2015										1003							WOS:000356316300006		
J	Chen, J. -H.; Jang, C.; Adam, S.; Fuhrer, M. S.; Williams, E. D.; Ishigami, M.								Charged-impurity scattering in graphene								NATURE PHYSICS				4	5			377	381		10.1038/nphys935			MAY 2008	2008										1003							WOS:000255756400021		
J	Meric, Inanc; Han, Melinda Y.; Young, Andrea F.; Ozyilmaz, Barbaros; Kim, Philip; Shepard, Kenneth L.								Current saturation in zero-bandgap, topgated graphene field-effect transistors								NATURE NANOTECHNOLOGY				3	11			654	659		10.1038/nnano.2008.268			NOV 2008	2008										1001							WOS:000261330500011		
J	Li, Xuesong; Cai, Weiwei; Colombo, Luigi; Ruoff, Rodney S.								Evolution of Graphene Growth on Ni and Cu by Carbon Isotope Labeling								NANO LETTERS				9	12			4268	4272		10.1021/nl902515k			DEC 2009	2009										988							WOS:000272395400053		
J	Tan, Chaoliang; Cao, Xiehong; Wu, Xue-Jun; He, Qiyuan; Yang, Jian; Zhang, Xiao; Chen, Junze; Zhao, Wei; Han, Shikui; Nam, Gwang-Hyeon; Sindoro, Melinda; Zhang, Hua								Recent Advances in Ultrathin Two-Dimensional Nanomaterials								CHEMICAL REVIEWS				117	9			6225	6331		10.1021/acs.chemrev.6b00558			MAY 10 2017	2017										987							WOS:000401307500004		
J	Wang, Feng; Zhang, Yuanbo; Tian, Chuanshan; Girit, Caglar; Zettl, Alex; Crommie, Michael; Shen, Y. Ron								Gate-variable optical transitions in graphene								SCIENCE				320	5873			206	209		10.1126/science.1152793			APR 11 2008	2008										977							WOS:000254836700036		
J	Yu, Qingkai; Jauregui, Luis A.; Wu, Wei; Colby, Robert; Tian, Jifa; Su, Zhihua; Cao, Helin; Liu, Zhihong; Pandey, Deepak; Wei, Dongguang; Chung, Ting Fung; Peng, Peng; Guisinger, Nathan P.; Stach, Eric A.; Bao, Jiming; Pei, Shin-Shem; Chen, Yong P.								Control and characterization of individual grains and grain boundaries in graphene grown by chemical vapour deposition								NATURE MATERIALS				10	6			443	449		10.1038/NMAT3010			JUN 2011	2011										970							WOS:000290855100019		
J	Katsnelson, Mikhail I.								Graphene: carbon in two dimensions								MATERIALS TODAY				10	1-2			20	27		10.1016/S1369-7021(06)71788-6			JAN-FEB 2007	2007										956							WOS:000243253700017		
J	Ni, Zhen Hua; Yu, Ting; Lu, Yun Hao; Wang, Ying Ying; Feng, Yuan Ping; Shen, Ze Xiang								Uniaxial Strain on Graphene: Raman Spectroscopy Study and Band-Gap Opening								ACS NANO				2	11			2301	2305		10.1021/nn800459e			NOV 2008	2008										951							WOS:000261199400016		
J	Yang, Wenrong; Ratinac, Kyle R.; Ringer, Simon P.; Thordarson, Pall; Gooding, J. Justin; Braet, Filip								Carbon Nanomaterials in Biosensors: Should You Use Nanotubes or Graphene?								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				49	12			2114	2138		10.1002/anie.200903463			2010	2010										938							WOS:000276008000006		
J	Mak, Kin Fai; Sfeir, Matthew Y.; Wu, Yang; Lui, Chun Hung; Misewich, James A.; Heinz, Tony F.								Measurement of the Optical Conductivity of Graphene								PHYSICAL REVIEW LETTERS				101	19					196405	10.1103/PhysRevLett.101.196405			NOV 7 2008	2008										922							WOS:000260776300048		
J	Soldano, Caterina; Mahmood, Ather; Dujardin, Erik								Production, properties and potential of graphene								CARBON				48	8			2127	2150		10.1016/j.carbon.2010.01.058			JUL 2010	2010										911							WOS:000277780500001		
J	Charlier, Jean-Christophe; Blase, Xavier; Roche, Stephan								Electronic and transport properties of nanotubes								REVIEWS OF MODERN PHYSICS				79	2			677	732		10.1103/RevModPhys.79.677			APR-JUN 2007	2007										907							WOS:000246776300007		
J	Lee, Changgu; Li, Qunyang; Kalb, William; Liu, Xin-Zhou; Berger, Helmuth; Carpick, Robert W.; Hone, James								Frictional Characteristics of Atomically Thin Sheets								SCIENCE				328	5974			76	80		10.1126/science.1184167			APR 2 2010	2010										886							WOS:000276202200037		
J	Enkovaara, J.; Rostgaard, C.; Mortensen, J. J.; Chen, J.; Dulak, M.; Ferrighi, L.; Gavnholt, J.; Glinsvad, C.; Haikola, V.; Hansen, H. A.; Kristoffersen, H. H.; Kuisma, M.; Larsen, A. H.; Lehtovaara, L.; Ljungberg, M.; Lopez-Acevedo, O.; Moses, P. G.; Ojanen, J.; Olsen, T.; Petzold, V.; Romero, N. A.; Stausholm-Moller, J.; Strange, M.; Tritsaris, G. A.; Vanin, M.; Walter, M.; Hammer, B.; Hakkinen, H.; Madsen, G. K. H.; Nieminen, R. M.; Norskov, J. K.; Puska, M.; Rantala, T. T.; Schiotz, J.; Thygesen, K. S.; Jacobsen, K. W.								Electronic structure calculations with GPAW: a real-space implementation of the projector augmented-wave method								JOURNAL OF PHYSICS-CONDENSED MATTER				22	25					253202	10.1088/0953-8984/22/25/253202			JUN 30 2010	2010										882							WOS:000278613100002		
J	Kuila, Tapas; Bose, Saswata; Mishra, Ananta Kumar; Khanra, Partha; Kim, Nam Hoon; Lee, Joong Hee								Chemical functionalization of graphene and its applications								PROGRESS IN MATERIALS SCIENCE				57	7			1061	1105		10.1016/j.pmatsci.2012.03.002			SEP 2012	2012										881							WOS:000305844500001		
J	Sun, Zhengzong; Yan, Zheng; Yao, Jun; Beitler, Elvira; Zhu, Yu; Tour, James M.								Growth of graphene from solid carbon sources								NATURE				468	7323			549	552		10.1038/nature09579			NOV 25 2010	2010										876							WOS:000284584200039		
J	Liu, Hongtao; Liu, Yunqi; Zhu, Daoben								Chemical doping of graphene								JOURNAL OF MATERIALS CHEMISTRY				21	10			3335	3345		10.1039/c0jm02922j			2011	2011										864							WOS:000287585300009		
J	Sahin, H.; Cahangirov, S.; Topsakal, M.; Bekaroglu, E.; Akturk, E.; Senger, R. T.; Ciraci, S.								Monolayer honeycomb structures of group-IV elements and III-V binary compounds: First-principles calculations								PHYSICAL REVIEW B				80	15					155453	10.1103/PhysRevB.80.155453			OCT 2009	2009										862							WOS:000271352000162		
J	Zheng, Guangyuan; Yang, Yuan; Cha, Judy J.; Hong, Seung Sae; Cui, Yi								Hollow Carbon Nanofiber-Encapsulated Sulfur Cathodes for High Specific Capacity Rechargeable Lithium Batteries								NANO LETTERS				11	10			4462	4467		10.1021/nl2027684			OCT 2011	2011										858							WOS:000295667000077		
J	Lucchese, M. M.; Stavale, F.; Ferreira, E. H. Martins; Vilani, C.; Moutinho, M. V. O.; Capaz, Rodrigo B.; Achete, C. A.; Jorio, A.								Quantifying ion-induced defects and Raman relaxation length in graphene								CARBON				48	5			1592	1597		10.1016/j.carbon.2009.12.057			APR 2010	2010										850							WOS:000275636000035		
J	Mattevi, Cecilia; Kim, Hokwon; Chhowalla, Manish								A review of chemical vapour deposition of graphene on copper								JOURNAL OF MATERIALS CHEMISTRY				21	10			3324	3334		10.1039/c0jm02126a			2011	2011										835							WOS:000287585300008		
J	Pan, Jian; Liu, Gang; Lu, Gao Qing (Max); Cheng, Hui-Ming								On the True Photoreactivity Order of {001}, {010}, and {101} Facets of Anatase TiO2 Crystals								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				50	9			2133	2137		10.1002/anie.201006057			2011	2011										830							WOS:000288035300028		
J	Li, Guoxing; Li, Yuliang; Liu, Huibiao; Guo, Yanbing; Li, Yongjun; Zhu, Daoben								Architecture of graphdiyne nanoscale films								CHEMICAL COMMUNICATIONS				46	19			3256	3258		10.1039/b922733d			2010	2010										829							WOS:000277318000004		
J	Yu, Qingkai; Lian, Jie; Siriponglert, Sujitra; Li, Hao; Chen, Yong P.; Pei, Shin-Shem								Graphene segregated on Ni surfaces and transferred to insulators								APPLIED PHYSICS LETTERS				93	11					113103	10.1063/1.2982585			SEP 15 2008	2008										824							WOS:000259797900065		
J	Anasori, Babak; Lukatskaya, Maria R.; Gogotsi, Yury								2D metal carbides and nitrides (MXenes) for energy storage								NATURE REVIEWS MATERIALS				2	2					16098	10.1038/natrevmats.2016.98			FEB 2017	2017										813							WOS:000397042600004		
J	Garaj, S.; Hubbard, W.; Reina, A.; Kong, J.; Branton, D.; Golovchenko, J. A.								Graphene as a subnanometre trans-electrode membrane								NATURE				467	7312			190	U73		10.1038/nature09379			SEP 9 2010	2010										809							WOS:000281616300030		
J	Marzari, Nicola; Mostofi, Arash A.; Yates, Jonathan R.; Souza, Ivo; Vanderbilt, David								Maximally localized Wannier functions: Theory and applications								REVIEWS OF MODERN PHYSICS				84	4						10.1103/RevModPhys.84.1419			OCT 10 2012	2012										782							WOS:000309659400001		
J	Colombo, Paolo; Mera, Gabriela; Riedel, Ralf; Soraru, Gian Domenico								Polymer-Derived Ceramics: 40 Years of Research and Innovation in Advanced Ceramics								JOURNAL OF THE AMERICAN CERAMIC SOCIETY				93	7			1805	1837		10.1111/j.1551-2916.2010.03876.x			JUL 2010	2010										774							WOS:000278914500001		
J	Chen, Shanshan; Brown, Lola; Levendorf, Mark; Cai, Weiwei; Ju, Sang-Yong; Edgeworth, Jonathan; Li, Xuesong; Magnuson, Carl W.; Velamakanni, Aruna; Piner, Richard D.; Kang, Junyong; Park, Jiwoong; Ruoff, Rodney S.								Oxidation Resistance of Graphene-Coated Cu and Cu/Ni Alloy								ACS NANO				5	2			1321	1327		10.1021/nn103028d			FEB 2011	2011										759							WOS:000287553800072		
J	Rodin, A. S.; Carvalho, A.; Castro Neto, A. H.								Strain-Induced Gap Modification in Black Phosphorus								PHYSICAL REVIEW LETTERS				112	17					176801	10.1103/PhysRevLett.112.176801			MAY 1 2014	2014										754							WOS:000337693600005		
J	Suk, Ji Won; Kitt, Alexander; Magnuson, Carl W.; Hao, Yufeng; Ahmed, Samir; An, Jinho; Swan, Anna K.; Goldberg, Bennett B.; Ruoff, Rodney S.								Transfer of CVD-Grown Monolayer Graphene onto Arbitrary Substrates								ACS NANO				5	9			6916	6924		10.1021/nn201207c			SEP 2011	2011										746							WOS:000295187400019		
J	Adachi, M; Murata, Y; Takao, J; Jiu, JT; Sakamoto, M; Wang, FM								Highly efficient dye-sensitized solar cells with a titania thin-film electrode composed of a network structure of single-crystal-like TiO2 nanowires made by the "oriented attachment" mechanism								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				126	45			14943	14949		10.1021/ja048068s			NOV 17 2004	2004										746							WOS:000225083700055		
J	Ni, Z. H.; Wang, H. M.; Kasim, J.; Fan, H. M.; Yu, T.; Wu, Y. H.; Feng, Y. P.; Shen, Z. X.								Graphene thickness determination using reflection and contrast spectroscopy								NANO LETTERS				7	9			2758	2763		10.1021/nl071254m			SEP 2007	2007										744							WOS:000249501900039		
J	Cao, Xiehong; Shi, Yumeng; Shi, Wenhui; Lu, Gang; Huang, Xiao; Yan, Qingyu; Zhang, Qichun; Zhang, Hua								Preparation of Novel 3D Graphene Networks for Supercapacitor Applications								SMALL				7	22			3163	3168		10.1002/smll.201100990			NOV 18 2011	2011										733							WOS:000297245200008		
J	Eckmann, Axel; Felten, Alexandre; Mishchenko, Artem; Britnell, Liam; Krupke, Ralph; Novoselov, Kostya S.; Casiraghi, Cinzia								Probing the Nature of Defects in Graphene by Raman Spectroscopy								NANO LETTERS				12	8			3925	3930		10.1021/nl300901a			AUG 2012	2012										731							WOS:000307211000009		
J	Yan, Jun; Zhang, Yuanbo; Kim, Philip; Pinczuk, Aron								Electric field effect tuning of electron-phonon coupling in graphene								PHYSICAL REVIEW LETTERS				98	16					166802	10.1103/PhysRevLett.98.166802			APR 20 2007	2007										726							WOS:000245871200052		
J	Chernikov, Alexey; Berkelbach, Timothy C.; Hill, Heather M.; Rigosi, Albert; Li, Yilei; Aslan, Ozgur Burak; Reichman, David R.; Hybertsen, Mark S.; Heinz, Tony F.								Exciton Binding Energy and Nonhydrogenic Rydberg Series in Monolayer WS2								PHYSICAL REVIEW LETTERS				113	7					076802	10.1103/PhysRevLett.113.076802			AUG 13 2014	2014										725							WOS:000341115700020		
J	Ganduglia-Pirovano, M. Veronica; Hofmann, Alexander; Sauer, Joachim								Oxygen vacancies in transition metal and rare earth oxides: Current state of understanding and remaining challenges								SURFACE SCIENCE REPORTS				62	6			219	270		10.1016/j.surfrep.2007.03.002			JUN 30 2007	2007										723							WOS:000247734100001		
J	Wang, Yang; Sun, Huijuan; Tan, Shijing; Feng, Hao; Cheng, Zhengwang; Zhao, Jin; Zhao, Aidi; Wang, Bing; Luo, Yi; Yang, Jinlong; Hou, J. G.								Role of point defects on the reactivity of reconstructed anatase titanium dioxide (001) surface								NATURE COMMUNICATIONS				4						2214	10.1038/ncomms3214			JUL 2013	2013										721							WOS:000323717300002		
J	Ni, Zhenhua; Wang, Yingying; Yu, Ting; Shen, Zexiang								Raman Spectroscopy and Imaging of Graphene								NANO RESEARCH				1	4			273	291		10.1007/s12274-008-8036-1			OCT 2008	2008										718							WOS:000207467300002		
J	Tan, Y. -W.; Zhang, Y.; Bolotin, K.; Zhao, Y.; Adam, S.; Hwang, E. H.; Das Sarma, S.; Stormer, H. L.; Kim, P.								Measurement of scattering rate and minimum conductivity in graphene								PHYSICAL REVIEW LETTERS				99	24					246803	10.1103/PhysRevLett.99.246803			DEC 14 2007	2007										718							WOS:000251674300050		
J	Obrovac, M. N.; Chevrier, V. L.								Alloy Negative Electrodes for Li-Ion Batteries								CHEMICAL REVIEWS				114	23			11444	11502		10.1021/cr500207g			DEC 10 2014	2014										717							WOS:000346323200003		
J	Friebel, Daniel; Louie, Mary W.; Bajdich, Michal; Sanwald, Kai E.; Cai, Yun; Wise, Anna M.; Cheng, Mu-Jeng; Sokaras, Dimosthenis; Weng, Tsu-Chien; Alonso-Mori, Roberto; Davis, Ryan C.; Bargar, John R.; Norskov, Jens K.; Nilsson, Anders; Bell, Alexis T.								Identification of Highly Active Fe Sites in (Ni,Fe)OOH for Electrocatalytic Water Splitting								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				137	3			1305	1313		10.1021/ja511559d			JAN 28 2015	2015										710							WOS:000348690100042		
J	Young, S. M.; Zaheer, S.; Teo, J. C. Y.; Kane, C. L.; Mele, E. J.; Rappe, A. M.								Dirac Semimetal in Three Dimensions								PHYSICAL REVIEW LETTERS				108	14					140405	10.1103/PhysRevLett.108.140405			APR 6 2012	2012										707							WOS:000302412600001		
J	Ghosh, Suchismita; Bao, Wenzhong; Nika, Denis L.; Subrina, Samia; Pokatilov, Evghenii P.; Lau, Chun Ning; Balandin, Alexander A.								Dimensional crossover of thermal transport in few-layer graphene								NATURE MATERIALS				9	7			555	558		10.1038/NMAT2753			JUL 2010	2010										705							WOS:000279014300016		
J	Frank, I. W.; Tanenbaum, D. M.; Van der Zande, A. M.; McEuen, P. L.								Mechanical properties of suspended graphene sheets								JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B				25	6			2558	2561		10.1116/1.2789446			NOV 2007	2007						51st International Conference on Electron, Ion, and Photon Beam Technology and Nanofabrication	MAY 29-JUN 01, 2007		Denver, CO	700							WOS:000251611900157		
J	Calizo, I.; Balandin, A. A.; Bao, W.; Miao, F.; Lau, C. N.								Temperature dependence of the Raman spectra of graphene and graphene multilayers								NANO LETTERS				7	9			2645	2649		10.1021/nl071033g			SEP 2007	2007										697							WOS:000249501900019		
J	Meyer, Jannik C.; Kisielowski, C.; Erni, R.; Rossell, Marta D.; Crommie, M. F.; Zettl, A.								Direct Imaging of Lattice Atoms and Topological Defects in Graphene Membranes								NANO LETTERS				8	11			3582	3586		10.1021/nl801386m			NOV 2008	2008										696							WOS:000260888600006		
J	Zhang, Yongbin; Ali, Syed F.; Dervishi, Enkeleda; Xu, Yang; Li, Zhongrui; Casciano, Daniel; Biris, Alexandru S.								Cytotoxicity Effects of Graphene and Single-Wall Carbon Nanotubes in Neural Phaeochromocytoma-Derived PC12 Cells								ACS NANO				4	6			3181	3186		10.1021/nn1007176			JUN 2010	2010										694							WOS:000278888600029		
J	Fei, Ruixiang; Yang, Li								Strain-Engineering the Anisotropic Electrical Conductance of Few-Layer Black Phosphorus								NANO LETTERS				14	5			2884	2889		10.1021/nl500935z			MAY 2014	2014										693							WOS:000336074800102		
J	Fernandez-Garcia, M; Martinez-Arias, A; Hanson, JC; Rodriguez, JA								Nanostructured oxides in chemistry: Characterization and properties								CHEMICAL REVIEWS				104	9			4063	4104		10.1021/cr030032f			SEP 2004	2004										681							WOS:000223812900010		
J	Robinson, Jeremy T.; Burgess, James S.; Junkermeier, Chad E.; Badescu, Stefan C.; Reinecke, Thomas L.; Perkins, F. Keith; Zalalutdniov, Maxim K.; Baldwin, Jeffrey W.; Culbertson, James C.; Sheehan, Paul E.; Snow, Eric S.								Properties of Fluorinated Graphene Films								NANO LETTERS				10	8			3001	3005		10.1021/nl101437p			AUG 2010	2010										680							WOS:000280728900045		
J	Casiraghi, C; Ferrari, AC; Robertson, J								Raman spectroscopy of hydrogenated amorphous carbons								PHYSICAL REVIEW B				72	8					085401	10.1103/PhysRevB.72.085401			AUG 2005	2005										673							WOS:000231564600128		
J	Lemme, Max C.; Echtermeyer, Tim J.; Baus, Matthias; Kurz, Heinrich								A graphene field-effect device								IEEE ELECTRON DEVICE LETTERS				28	4			282	284		10.1109/LED.2007.891668			APR 2007	2007										672							WOS:000245225300009		
J	Wang, Jacob Tse-Wei; Ball, James M.; Barea, Eva M.; Abate, Antonio; Alexander-Webber, Jack A.; Huang, Jian; Saliba, Michael; Mora-Sero, Ivan; Bisquert, Juan; Snaith, Henry J.; Nicholas, Robin J.								Low-Temperature Processed Electron Collection Layers of Graphene/TiO2 Nanocomposites in Thin Film Perovskite Solar Cells								NANO LETTERS				14	2			724	730		10.1021/nl403997a			FEB 2014	2014										668							WOS:000331343900050		
J	Abergel, D. S. L.; Apalkov, V.; Berashevich, J.; Ziegler, K.; Chakraborty, Tapash								Properties of graphene: a theoretical perspective								ADVANCES IN PHYSICS				59	4			261	482		10.1080/00018732.2010.487978			2010	2010										668							WOS:000280611900001		
J	Qiu, Diana Y.; da Jornada, Felipe H.; Louie, Steven G.								Optical Spectrum of MoS2: Many-Body Effects and Diversity of Exciton States								PHYSICAL REVIEW LETTERS				111	21					216805	10.1103/PhysRevLett.111.216805			NOV 20 2013	2013										667							WOS:000327245900016		
J	Pop, Eric; Varshney, Vikas; Roy, Ajit K.								Thermal properties of graphene: Fundamentals and applications								MRS BULLETIN				37	12			1273	1281		10.1557/mrs.2012.203			DEC 2012	2012										666							WOS:000311491900016		
J	Casiraghi, C.; Hartschuh, A.; Qian, H.; Piscanec, S.; Georgi, C.; Fasoli, A.; Novoselov, K. S.; Basko, D. M.; Ferrari, A. C.								Raman Spectroscopy of Graphene Edges								NANO LETTERS				9	4			1433	1441		10.1021/nl8032697			APR 2009	2009										661							WOS:000265030000028		
J	Ataca, C.; Sahin, H.; Ciraci, S.								Stable, Single-Layer MX2 Transition-Metal Oxides and Dichalcogenides in a Honeycomb-Like Structure								JOURNAL OF PHYSICAL CHEMISTRY C				116	16			8983	8999		10.1021/jp212558p			APR 26 2012	2012										656							WOS:000303173900017		
J	Dan, Yaping; Lu, Ye; Kybert, Nicholas J.; Luo, Zhengtang; Johnson, A. T. Charlie								Intrinsic Response of Graphene Vapor Sensors								NANO LETTERS				9	4			1472	1475		10.1021/nl8033637			APR 2009	2009										654							WOS:000265030000035		
J	Mounet, N; Marzari, N								First-principles determination of the structural, vibrational and thermodynamic properties of diamond, graphite, and derivatives								PHYSICAL REVIEW B				71	20					205214	10.1103/PhysRevB.71.205214			MAY 2005	2005										649							WOS:000230244300047		
J	Tribello, Gareth A.; Bonomi, Massimiliano; Branduardi, Davide; Camilloni, Carlo; Bussi, Giovanni								PLUMED 2: New feathers for an old bird								COMPUTER PHYSICS COMMUNICATIONS				185	2			604	613		10.1016/j.cpc.2013.09.018			FEB 2014	2014										641							WOS:000329537500020		
J	Late, Dattatray J.; Huang, Yi-Kai; Liu, Bin; Acharya, Jagaran; Shirodkar, Sharmila N.; Luo, Jiajun; Yan, Aiming; Charles, Daniel; Waghmare, Umesh V.; Dravid, Vinayak P.; Rao, C. N. R.								Sensing Behavior of Atomically Thin-Layered MoS2 Transistors								ACS NANO				7	6			4879	4891		10.1021/nn400026u			JUN 2013	2013										627							WOS:000321093800020		
J	Gupta, Vinay; Chaudhary, Neeraj; Srivastava, Ritu; Sharma, Gauri Datt; Bhardwaj, Ramil; Chand, Suresh								Luminscent Graphene Quantum Dots for Organic Photovoltaic Devices								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				133	26			9960	9963		10.1021/ja2036749			JUL 6 2011	2011										622							WOS:000292715600004		
J	Chae, Seung Jin; Guenes, Fethullah; Kim, Ki Kang; Kim, Eun Sung; Han, Gang Hee; Kim, Soo Min; Shin, Hyeon-Jin; Yoon, Seon-Mi; Choi, Jae-Young; Park, Min Ho; Yang, Cheol Woong; Pribat, Didier; Lee, Young Hee								Synthesis of Large-Area Graphene Layers on Poly-Nickel Substrate by Chemical Vapor Deposition: Wrinkle Formation								ADVANCED MATERIALS				21	22			2328	+		10.1002/adma.200803016			JUN 12 2009	2009										620							WOS:000267509500013		
J	Sun, Jie; Lee, Hyun-Wook; Pasta, Mauro; Yuan, Hongtao; Zheng, Guangyuan; Sun, Yongming; Li, Yuzhang; Cui, Yi								A phosphorene-graphene hybrid material as a high-capacity anode for sodium-ion batteries								NATURE NANOTECHNOLOGY				10	11			980	U184		10.1038/NNANO.2015.194			NOV 2015	2015										619							WOS:000364528300016		
J	Lotya, Mustafa; King, Paul J.; Khan, Umar; De, Sukanta; Coleman, Jonathan N.								High-Concentration, Surfactant-Stabilized Graphene Dispersions								ACS NANO				4	6			3155	3162		10.1021/nn1005304			JUN 2010	2010										619							WOS:000278888600025		
