J	Irie, H; Watanabe, Y; Hashimoto, K								Nitrogen-concentration dependence on photocatalytic activity of TiO2-xNx powders								JOURNAL OF PHYSICAL CHEMISTRY B				107	23			5483	5486		10.1021/jp030133h			JUN 12 2003	2003										1785							WOS:000183403700014		
J	BARD, AJ; FOX, MA								ARTIFICIAL PHOTOSYNTHESIS - SOLAR SPLITTING OF WATER TO HYDROGEN AND OXYGEN								ACCOUNTS OF CHEMICAL RESEARCH				28	3			141	145		10.1021/ar00051a007			MAR 1995	1995										1775							WOS:A1995QM79200008		
J	Seddon, KR; Stark, A; Torres, MJ								Influence of chloride, water, and organic solvents on the physical properties of ionic liquids								PURE AND APPLIED CHEMISTRY				72	12			2275	2287		10.1351/pac200072122275			DEC 2000	2000						15th International Conference on Physical Organic Chemistry (ICPOC 15)	JUL 08-13, 2000		GOTHENBURG, SWEDEN	1774							WOS:000167818300007		
J	Pelaez, Miguel; Nolan, Nicholas T.; Pillai, Suresh C.; Seery, Michael K.; Falaras, Polycarpos; Kontos, Athanassios G.; Dunlop, Patrick S. M.; Hamilton, Jeremy W. J.; Byrne, J. Anthony; O'Shea, Kevin; Entezari, Mohammad H.; Dionysiou, Dionysios D.								A review on the visible light active titanium dioxide photocatalysts for environmental applications								APPLIED CATALYSIS B-ENVIRONMENTAL				125				331	349		10.1016/j.apcatb.2012.05.036			AUG 21 2012	2012										1768							WOS:000308783500038		
J	Xiang, Quanjun; Yu, Jiaguo; Jaroniec, Mietek								Graphene-based semiconductor photocatalysts								CHEMICAL SOCIETY REVIEWS				41	2			782	796		10.1039/c1cs15172j			2012	2012										1758							WOS:000298854900015		
J	Nolan, Elizabeth M.; Lippard, Stephen J.								Tools and tactics for the optical detection of mercuric ion								CHEMICAL REVIEWS				108	9			3443	3480		10.1021/cr068000q			SEP 2008	2008										1750							WOS:000259119300001		
J	Liu, Bin; Aydil, Eray S.								Growth of Oriented Single-Crystalline Rutile TiO2 Nanorods on Transparent Conducting Substrates for Dye-Sensitized Solar Cells								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				131	11			3985	3990		10.1021/ja8078972			MAR 25 2009	2009										1742							WOS:000264792700055		
J	Sanchez, C; Julian, B; Belleville, P; Popall, M								Applications of hybrid organic-inorganic nanocomposites								JOURNAL OF MATERIALS CHEMISTRY				15	35-36			3559	3592		10.1039/b509097k			2005	2005										1738							WOS:000231563800002		
J	Kamat, Prashant V.								Meeting the clean energy demand: Nanostructure architectures for solar energy conversion								JOURNAL OF PHYSICAL CHEMISTRY C				111	7			2834	2860		10.1021/jp066952u			FEB 22 2007	2007										1737							WOS:000245005800005		
J	Forgacs, E; Cserhati, T; Oros, G								Removal of synthetic dyes from wastewaters: a review								ENVIRONMENT INTERNATIONAL				30	7			953	971		10.1016/j.envint.2004.02.001			SEP 2004	2004										1735							WOS:000222393200010		
J	LIVAGE, J; HENRY, M; SANCHEZ, C								SOL-GEL CHEMISTRY OF TRANSITION-METAL OXIDES								PROGRESS IN SOLID STATE CHEMISTRY				18	4			259	341		10.1016/0079-6786(88)90005-2			1988	1988										1729							WOS:A1988AD82200001		
J	Gust, D; Moore, TA; Moore, AL								Mimicking photosynthetic solar energy transduction								ACCOUNTS OF CHEMICAL RESEARCH				34	1			40	48		10.1021/ar9801301			JAN 2001	2001										1721							WOS:000166461700005		
J	Heo, Jin Hyuck; Im, Sang Hyuk; Noh, Jun Hong; Mandal, Tarak N.; Lim, Choong-Sun; Chang, Jeong Ah; Lee, Yong Hui; Kim, Hi-jung; Sarkar, Arpita; Nazeeruddin, Md. K.; Graetzel, Michael; Seok, Sang Il								Efficient inorganic-organic hybrid heterojunction solar cells containing perovskite compound and polymeric hole conductors								NATURE PHOTONICS				7	6			487	492		10.1038/NPHOTON.2013.80			JUN 2013	2013										1714							WOS:000319653500017		
J	Sakthivel, S; Kisch, H								Daylight photocatalysis by carbon-modified titanium dioxide								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				42	40			4908	4911		10.1002/anie.200351577			2003	2003										1682							WOS:000186262600007		
J	Nozik, AJ								Quantum dot solar cells								PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES				14	1-2			115	120	PII S1386-9477(02)00374-0	10.1016/S1386-9477(02)00374-0			APR 2002	2002						1st International Workshop on Nanostructures in Photovoltaics	JUL 28-AUG 04, 2001		MAX PLANCK INST PHYS KOMPLESER SYST, DRESDEN, GERMANY	1677							WOS:000177036300018		
J	TURCHI, CS; OLLIS, DF								PHOTOCATALYTIC DEGRADATION OF ORGANIC-WATER CONTAMINANTS - MECHANISMS INVOLVING HYDROXYL RADICAL ATTACK								JOURNAL OF CATALYSIS				122	1			178	192		10.1016/0021-9517(90)90269-P			MAR 1990	1990										1663							WOS:A1990CT38300014		
J	Zhai, Yunpu; Dou, Yuqian; Zhao, Dongyuan; Fulvio, Pasquale F.; Mayes, Richard T.; Dai, Sheng								Carbon Materials for Chemical Capacitive Energy Storage								ADVANCED MATERIALS				23	42			4828	4850		10.1002/adma.201100984			NOV 9 2011	2011										1662							WOS:000297042000001		
J	Hisatomi, Takashi; Kubota, Jun; Domen, Kazunari								Recent advances in semiconductors for photocatalytic and photoelectrochemical water splitting								CHEMICAL SOCIETY REVIEWS				43	22			7520	7535		10.1039/c3cs60378d			NOV 21 2014	2014										1651							WOS:000343993100005		
J	Galinski, Maciej; Lewandowski, Andrzej; Stepniak, Izabela								Ionic liquids as electrolytes								ELECTROCHIMICA ACTA				51	26			5567	5580		10.1016/j.electacta.2006.03.016			AUG 15 2006	2006										1640							WOS:000240167400001		
J	Mor, Gopal K.; Varghese, Oomman K.; Paulose, Maggie; Shankar, Karthik; Grimes, Craig A.								A review on highly ordered, vertically oriented TiO2 nanotube arrays: Fabrication, material properties, and solar energy applications								SOLAR ENERGY MATERIALS AND SOLAR CELLS				90	14			2011	2075		10.1016/j.solmat.2006.04.007			SEP 6 2006	2006										1631							WOS:000238924700001		
J	Henderson, MA								The interaction of water with solid surfaces: fundamental aspects revisited								SURFACE SCIENCE REPORTS				46	1-8			1	308	PII S0167-5729(01)00020-6	10.1016/S0167-5729(01)00020-6			2002	2002										1625							WOS:000176090300001		
J	Ghosh, Sujit Kumar; Pal, Tarasankar								Interparticle coupling effect on the surface plasmon resonance of gold nanoparticles: From theory to applications								CHEMICAL REVIEWS				107	11			4797	4862		10.1021/cr0680282			NOV 2007	2007										1622							WOS:000250970400008		
J	Kamat, PV								Photophysical, photochemical and photocatalytic aspects of metal nanoparticles								JOURNAL OF PHYSICAL CHEMISTRY B				106	32			7729	7744		10.1021/jp0209289			AUG 15 2002	2002										1617							WOS:000177354000003		
J	MURRAY, RW								CHEMICALLY MODIFIED ELECTRODES								ELECTROANALYTICAL CHEMISTRY				13				191	368					1984	1984										1608							WOS:A1984SB51300003		
J	Manthiram, Arumugam; Fu, Yongzhu; Chung, Sheng-Heng; Zu, Chenxi; Su, Yu-Sheng								Rechargeable Lithium-Sulfur Batteries								CHEMICAL REVIEWS				114	23			11751	11787		10.1021/cr500062v			DEC 10 2014	2014										1602							WOS:000346323200009		
J	Li, Qin; Guo, Beidou; Yu, Jiaguo; Ran, Jingrun; Zhang, Baohong; Yan, Huijuan; Gong, Jian Ru								Highly Efficient Visible-Light-Driven Photocatalytic Hydrogen Production of CdS-Cluster-Decorated Graphene Nanosheets								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				133	28			10878	10884		10.1021/ja2025454			JUL 20 2011	2011										1586							WOS:000293113200039		
J	Yin, Lunxiang; Liebscher, Juergen								Carbon-carbon coupling reactions catalyzed by heterogeneous palladium catalysts								CHEMICAL REVIEWS				107	1			133	173		10.1021/cr0505674			JAN 2007	2007										1581							WOS:000243381000007		
J	Thompson, Tracy L.; Yates, John T., Jr.								Surface science studies of the photoactivation of TiO2-new photochemical processes								CHEMICAL REVIEWS				106	10			4428	4453		10.1021/cr050172k			OCT 11 2006	2006										1569							WOS:000241157200013		
J	Osterloh, Frank E.								Inorganic materials as catalysts for photochemical splitting of water								CHEMISTRY OF MATERIALS				20	1			35	54		10.1021/cm7024203			JAN 8 2008	2008										1568							WOS:000252047600013		
J	Cook, Timothy R.; Dogutan, Dilek K.; Reece, Steven Y.; Surendranath, Yogesh; Teets, Thomas S.; Nocera, Daniel G.								Solar Energy Supply and Storage for the Legacy and Non legacy Worlds								CHEMICAL REVIEWS				110	11			6474	6502		10.1021/cr100246c			NOV 2010	2010										1566							WOS:000284134300003		
J	Chiba, Yasuo; Islam, Ashraful; Watanabe, Yuki; Komiya, Ryoichi; Koide, Naoki; Han, Liyuan								Dye-sensitized solar cells with conversion efficiency of 11.1%								JAPANESE JOURNAL OF APPLIED PHYSICS PART 2-LETTERS & EXPRESS LETTERS				45	24-28			L638	L640		10.1143/JJAP.45.L638			JUL 2006	2006										1562							WOS:000239640700009		
J	Liu, Yanlan; Ai, Kelong; Lu, Lehui								Polydopamine and Its Derivative Materials: Synthesis and Promising Applications in Energy, Environmental, and Biomedical Fields								CHEMICAL REVIEWS				114	9			5057	5115		10.1021/cr400407a			MAY 14 2014	2014										1560							WOS:000336078200013		
J	Chaudhuri, Rajib Ghosh; Paria, Santanu								Core/Shell Nanoparticles: Classes, Properties, Synthesis Mechanisms, Characterization, and Applications								CHEMICAL REVIEWS				112	4			2373	2433		10.1021/cr100449n			APR 2012	2012										1559							WOS:000303283900014		
J	HAMBERG, I; GRANQVIST, CG								EVAPORATED SN-DOPED IN2O3 FILMS - BASIC OPTICAL-PROPERTIES AND APPLICATIONS TO ENERGY-EFFICIENT WINDOWS								JOURNAL OF APPLIED PHYSICS				60	11			R123	R159		10.1063/1.337534			DEC 1 1986	1986										1552							WOS:A1986F077100001		
J	Liz-Marzan, LM; Giersig, M; Mulvaney, P								Synthesis of nanosized gold-silica core-shell particles								LANGMUIR				12	18			4329	4335		10.1021/la9601871			SEP 4 1996	1996										1549							WOS:A1996VF86100006		
J	Malato, S.; Fernandez-Ibanez, P.; Maldonado, M. I.; Blanco, J.; Gernjak, W.								Decontamination and disinfection of water by solar photocatalysis: Recent overview and trends								CATALYSIS TODAY				147	1			1	59		10.1016/j.cattod.2009.06.018			SEP 15 2009	2009										1547							WOS:000269765100001		
J	Roucoux, A; Schulz, J; Patin, H								Reduced transition metal colloids: A novel family of reusable catalysts?								CHEMICAL REVIEWS				102	10			3757	3778		10.1021/cr010350j			OCT 2002	2002										1545							WOS:000178548800019		
J	KAMAT, PV								PHOTOCHEMISTRY ON NONREACTIVE AND REACTIVE (SEMICONDUCTOR) SURFACES								CHEMICAL REVIEWS				93	1			267	300		10.1021/cr00017a013			JAN-FEB 1993	1993										1541							WOS:A1993KL64800014		
J	Xiang, Quanjun; Yu, Jiaguo; Jaroniec, Mietek								Synergetic Effect of MoS2 and Graphene as Cocatalysts for Enhanced Photocatalytic H-2 Production Activity of TiO2 Nanoparticles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				134	15			6575	6578		10.1021/ja302846n			APR 18 2012	2012										1533							WOS:000302887300020		
J	Robel, I; Subramanian, V; Kuno, M; Kamat, PV								Quantum dot solar cells. Harvesting light energy with CdSe nanocrystals molecularly linked to mesoscopic TiO2 films								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				128	7			2385	2393		10.1021/ja056494n			FEB 22 2006	2006										1528							WOS:000235562900058		
J	Wijnhoven, JEGJ; Vos, WL								Preparation of photonic crystals made of air spheres in titania								SCIENCE				281	5378			802	804		10.1126/science.281.5378.802			AUG 7 1998	1998										1519							WOS:000075295600042		
J	Werner, Hans-Joachim; Knowles, Peter J.; Knizia, Gerald; Manby, Frederick R.; Schuetz, Martin								Molpro: a general-purpose quantum chemistry program package								WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE				2	2			242	253		10.1002/wcms.82			MAR-APR 2012	2012										1484							WOS:000300668800004		
J	Subramanian, V; Wolf, EE; Kamat, PV								Catalysis with TiO2/gold nanocomposites. Effect of metal particle size on the Fermi level equilibration								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				126	15			4943	4950		10.1021/ja0315199			APR 21 2004	2004										1484							WOS:000220849900044		
J	Sangeetha, NM; Maitra, U								Supramolecular gels: Functions and uses								CHEMICAL SOCIETY REVIEWS				34	10			821	836		10.1039/b417081b			2005	2005										1483							WOS:000232003100001		
J	Snaith, Henry J.								Perovskites: The Emergence of a New Era for Low-Cost, High-Efficiency Solar Cells								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				4	21			3623	3630		10.1021/jz4020162			NOV 7 2013	2013										1477							WOS:000326845200002		
J	Pena, MA; Fierro, JLG								Chemical structures and performance of perovskite oxides								CHEMICAL REVIEWS				101	7			1981	2017		10.1021/cr980129f			JUL 2001	2001										1477							WOS:000170045000006		
J	HENGLEIN, A								PHYSICOCHEMICAL PROPERTIES OF SMALL METAL PARTICLES IN SOLUTION - MICROELECTRODE REACTIONS, CHEMISORPTION, COMPOSITE METAL PARTICLES, AND THE ATOM-TO-METAL TRANSITION								JOURNAL OF PHYSICAL CHEMISTRY				97	21			5457	5471		10.1021/j100123a004			MAY 27 1993	1993										1469							WOS:A1993LE40100004		
J	BRUS, LE								A SIMPLE-MODEL FOR THE IONIZATION-POTENTIAL, ELECTRON-AFFINITY, AND AQUEOUS REDOX POTENTIALS OF SMALL SEMICONDUCTOR CRYSTALLITES								JOURNAL OF CHEMICAL PHYSICS				79	11			5566	5571		10.1063/1.445676			1983	1983										1456							WOS:A1983RR56500041		
J	Li, Haitao; Kang, Zhenhui; Liu, Yang; Lee, Shuit-Tong								Carbon nanodots: synthesis, properties and applications								JOURNAL OF MATERIALS CHEMISTRY				22	46			24230	24253		10.1039/c2jm34690g			DEC 14 2012	2012										1454							WOS:000311522600006		
J	Bonaccorso, Francesco; Colombo, Luigi; Yu, Guihua; Stoller, Meryl; Tozzini, Valentina; Ferrari, Andrea C.; Ruoff, Rodney S.; Pellegrini, Vittorio								Graphene, related two-dimensional crystals, and hybrid systems for energy conversion and storage								SCIENCE				347	6217					UNSP 1246501	10.1126/science.1246501			JAN 2 2015	2015										1451							WOS:000347102300040		
J	An, BK; Kwon, SK; Jung, SD; Park, SY								Enhanced emission and its switching in fluorescent organic nanoparticles								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				124	48			14410	14415		10.1021/ja0269082			DEC 4 2002	2002										1443							WOS:000179510800034		
J	Brabec, Christoph J.; Gowrisanker, Srinivas; Halls, Jonathan J. M.; Laird, Darin; Jia, Shijun; Williams, Shawn P.								Polymer-Fullerene Bulk-Heterojunction Solar Cells								ADVANCED MATERIALS				22	34			3839	3856		10.1002/adma.200903697			SEP 8 2010	2010										1441							WOS:000282793600006		
J	Shirota, Y								Organic materials for electronic and optoelectronic devices								JOURNAL OF MATERIALS CHEMISTRY				10	1			1	25		10.1039/a908130e			2000	2000										1437							WOS:000084334600001		
J	CARTER, MT; RODRIGUEZ, M; BARD, AJ								VOLTAMMETRIC STUDIES OF THE INTERACTION OF METAL-CHELATES WITH DNA .2. TRIS-CHELATED COMPLEXES OF COBALT(III) AND IRON(II) WITH 1,10-PHENANTHROLINE AND 2,2'-BIPYRIDINE								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				111	24			8901	8911		10.1021/ja00206a020			NOV 22 1989	1989										1431							WOS:A1989CB49900020		
J	Shirota, Yasuhiko; Kageyama, Hiroshi								Charge carrier transporting molecular materials and their applications in devices								CHEMICAL REVIEWS				107	4			953	1010		10.1021/cr050143+			APR 2007	2007										1418							WOS:000245600000003		
J	Kubacka, Anna; Fernandez-Garcia, Marcos; Colon, Gerardo								Advanced Nanoarchitectures for Solar Photocatalytic Applications								CHEMICAL REVIEWS				112	3			1555	1614		10.1021/cr100454n			MAR 2012	2012										1417							WOS:000301988700007		
J	Blom, Paul W. M.; Mihailetchi, Valentin D.; Koster, L. Jan Anton; Markov, Denis E.								Device physics of polymer : fullerene bulk heterojunction solar cells								ADVANCED MATERIALS				19	12			1551	1566		10.1002/adma.200601093			JUN 18 2007	2007										1413							WOS:000247761800001		
J	Park, JH; Kim, S; Bard, AJ								Novel carbon-doped TiO2 nanotube arrays with high aspect ratios for efficient solar water splitting								NANO LETTERS				6	1			24	28		10.1021/nl051807y			JAN 2006	2006										1406							WOS:000235532400005		
J	Kim, JY; Kim, SH; Lee, HH; Lee, K; Ma, WL; Gong, X; Heeger, AJ								New architecture for high-efficiency polymer photovoltaic cells using solution-based titanium oxide as an optical spacer								ADVANCED MATERIALS				18	5			572	+		10.1002/adma.200501825			MAR 3 2006	2006										1400							WOS:000236379200006		
J	Kudo, A; Omori, K; Kato, H								A novel aqueous process for preparation of crystal form-controlled and highly crystalline BiVO4 powder from layered vanadates at room temperature and its photocatalytic and photophysical properties								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				121	49			11459	11467		10.1021/ja992541y			DEC 15 1999	1999										1398							WOS:000084306600023		
J	SAUVAGE, JP; COLLIN, JP; CHAMBRON, JC; GUILLEREZ, S; COUDRET, C; BALZANI, V; BARIGELLETTI, F; DECOLA, L; FLAMIGNI, L								RUTHENIUM(II) AND OSMIUM(II) BIS(TERPYRIDINE) COMPLEXES IN COVALENTLY-LINKED MULTICOMPONENT SYSTEMS - SYNTHESIS, ELECTROCHEMICAL-BEHAVIOR, ABSORPTION-SPECTRA, AND PHOTOCHEMICAL AND PHOTOPHYSICAL PROPERTIES								CHEMICAL REVIEWS				94	4			993	1019		10.1021/cr00028a006			JUN 1994	1994										1393							WOS:A1994NT84800006		
J	Greaves, Tamar L.; Drummond, Calum J.								Protic ionic liquids: Properties and applications								CHEMICAL REVIEWS				108	1			206	237		10.1021/cr068040u			JAN 2008	2008										1389							WOS:000252257800005		
J	Pera-Titus, M; Garcia-Molina, V; Banos, MA; Gimenez, J; Esplugas, S								Degradation of chlorophenols by means of advanced oxidation processes: a general review								APPLIED CATALYSIS B-ENVIRONMENTAL				47	4			219	256		10.1016/j.apcatb.2003.09.010			FEB 20 2004	2004										1388							WOS:000189227700001		
J	Augustyn, Veronica; Simon, Patrice; Dunn, Bruce								Pseudocapacitive oxide materials for high-rate electrochemical energy storage								ENERGY & ENVIRONMENTAL SCIENCE				7	5			1597	1614		10.1039/c3ee44164d			MAY 2014	2014										1387							WOS:000335013700005		
J	Hurum, DC; Agrios, AG; Gray, KA; Rajh, T; Thurnauer, MC								Explaining the enhanced photocatalytic activity of Degussa P25 mixed-phase TiO2 using EPR								JOURNAL OF PHYSICAL CHEMISTRY B				107	19			4545	4549		10.1021/jp0273934			MAY 15 2003	2003										1379							WOS:000182893700010		
J	Wang, Donghai; Choi, Daiwon; Li, Juan; Yang, Zhenguo; Nie, Zimin; Kou, Rong; Hu, Dehong; Wang, Chongmin; Saraf, Laxmikant V.; Zhang, Jiguang; Aksay, Ilhan A.; Liu, Jun								Self-Assembled TiO2-Graphene Hybrid Nanostructures for Enhanced Li-Ion Insertion								ACS NANO				3	4			907	914		10.1021/nn900150y			APR 2009	2009										1373							WOS:000265618700023		
J	KAVARNOS, GJ; TURRO, NJ								PHOTOSENSITIZATION BY REVERSIBLE ELECTRON-TRANSFER - THEORIES, EXPERIMENTAL-EVIDENCE, AND EXAMPLES								CHEMICAL REVIEWS				86	2			401	449		10.1021/cr00072a005			APR 1986	1986										1367							WOS:A1986C432700005		
J	Wang, Qiang; O'Hare, Dermot								Recent Advances in the Synthesis and Application of Layered Double Hydroxide (LDH) Nanosheets								CHEMICAL REVIEWS				112	7			4124	4155		10.1021/cr200434v			JUL 2012	2012										1364							WOS:000306298800013		
J	Clarke, Tracey M.; Durrant, James R.								Charge Photogeneration in Organic Solar Cells								CHEMICAL REVIEWS				110	11			6736	6767		10.1021/cr900271s			NOV 2010	2010										1362							WOS:000284134300009		
J	Nakata, Kazuya; Fujishima, Akira								TiO2 photocatalysis: Design and applications								JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS				13	3			169	189		10.1016/j.jphotochemrev.2012.06.001			SEP 2012	2012										1356							WOS:000308732300001		
J	Chen, Chuncheng; Ma, Wanhong; Zhao, Jincai								Semiconductor-mediated photodegradation of pollutants under visible-light irradiation								CHEMICAL SOCIETY REVIEWS				39	11			4206	4219		10.1039/b921692h			2010	2010										1352							WOS:000283141300015		
J	Lou, Xiong Wen (David); Wang, Yong; Yuan, Chongli; Lee, Jim Yang; Archer, Lynden A.								Template-free synthesis of SnO2 hollow nanostructures with high lithium storage capacity								ADVANCED MATERIALS				18	17			2325	+		10.1002/adma.200600733			SEP 5 2006	2006										1347							WOS:000240573300025		
J	Lee, Youngmin; Suntivich, Jin; May, Kevin J.; Perry, Erin E.; Shao-Horn, Yang								Synthesis and Activities of Rutile IrO2 and RuO2 Nanoparticles for Oxygen Evolution in Acid and Alkaline Solutions								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				3	3			399	404		10.1021/jz2016507			FEB 2 2012	2012										1346							WOS:000299860200023		
